STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
MICHAUD CRES,451000,429000,349000,306000,300000.0,180000.0,171000.0,154000,135000,135000
MICHAUD CRES,439000,416000,339000,296000,290000.0,173000.0,164000.0,149000,130000,129000
MICHAUD CRES,577000,549000,452000,377000,370000.0,225000.0,214000.0,206000,172000,171000
MICHAUD CRES,577000,549000,452000,377000,370000.0,225000.0,214000.0,206000,172000,171000
MICHAUD CRES,438000,415000,338000,294000,289000.0,173000.0,164000.0,148000,129000,129000
MICHAUD CRES,455000,432000,353000,311000,305000.0,179000.0,170000.0,153000,135000,134000
MICHAUD CRES,584000,556000,456000,384000,377000.0,226000.0,215000.0,204000,172000,172000
MICHAUD CRES,584000,556000,456000,384000,377000.0,226000.0,215000.0,204000,172000,172000
MICHAUD CRES,576000,549000,451000,379000,373000.0,221000.0,211000.0,201000,169000,169000
MICHAUD CRES,576000,549000,451000,379000,373000.0,221000.0,211000.0,201000,169000,169000
MICHAUD CRES,584000,556000,456000,384000,377000.0,226000.0,215000.0,204000,172000,172000
MICHAUD CRES,584000,556000,456000,384000,377000.0,226000.0,215000.0,204000,172000,172000
MICHAUD CRES,450000,422000,346000,312000,306000.0,175000.0,164000.0,146000,132000,132000
MICHAUD CRES,452000,428000,349000,307000,302000.0,178000.0,168000.0,151000,133000,133000
MICHAUD CRES,584000,556000,456000,384000,377000.0,226000.0,215000.0,204000,172000,172000
MICHAUD CRES,443000,420000,342000,300000,295000.0,173000.0,164000.0,147000,129000,129000
MICHAUD CRES,558000,566000,488000,382900,379500.0,102000.0,103000.0,113000,88900,89500
MICHAUD CRES,558000,566000,488000,382800,379400.0,102000.0,103000.0,113000,88800,89400
MICHAUD CRES,558000,566000,488000,382800,379400.0,102000.0,103000.0,113000,88800,89400
MICHAUD CRES,378900,375300,292000,233800,229400.0,70900.0,70300.0,71000,56800,58400
MICHAUD CRES,302000,294600,227300,184800,181000.0,52000.0,50600.0,50300,40800,42000
MICHAUD CRES,375400,371800,290900,235400,231000.0,71400.0,70800.0,70900,57400,59000
MICHAUD CRES,387900,384300,298300,240400,236000.0,71900.0,71300.0,71300,57400,59000
MICHAUD CRES,378900,375300,292000,233800,229400.0,70900.0,70300.0,71000,56800,58400
MICHAUD CRES,375400,371800,290900,235400,231000.0,71400.0,70800.0,70900,57400,59000
MICHAUD CRES,305800,297400,230200,186400,182600.0,52800.0,51400.0,51200,41400,42600
MICHAUD CRES,381700,378100,294400,240400,236000.0,71700.0,71100.0,70400,57400,59000
MICHAUD CRES,385800,382100,297100,240400,236000.0,71800.0,71100.0,71100,57400,59000
MICHAUD CRES,305500,296900,230200,187300,184300.0,56500.0,54900.0,53200,43300,44300
MICHAUD CRES,379500,375800,293200,240400,236000.0,71500.0,70800.0,70200,57400,59000
MICHAUD CRES,389200,381100,297700,247600,242200.0,50200.0,49100.0,53700,44600,47200
MICHAUD CRES,380400,371300,291400,241100,235600.0,49400.0,48300.0,53400,44100,46600
MICHAUD CRES,379500,375800,293200,240400,236000.0,71500.0,70800.0,70200,57400,59000
MICHAUD CRES,306100,297600,230100,187800,184000.0,52100.0,50600.0,50100,40800,42000
MICHAUD CRES,385800,382100,297600,245400,240000.0,71800.0,71100.0,69600,57400,59000
MICHAUD CRES,398200,394500,310600,245400,240000.0,71200.0,70500.0,72600,57400,59000
MICHAUD CRES,314400,307200,240400,190800,187000.0,51400.0,50200.0,51400,40800,42000
MICHAUD CRES,391900,388200,306700,245400,240000.0,70900.0,70200.0,71700,57400,59000
MICHAUD CRES,408000,404300,317100,252100,247700.0,72000.0,71300.0,73100,58100,59700
MICHAUD CRES,398200,394500,310600,245400,240000.0,71200.0,70500.0,72600,57400,59000
MICHAUD CRES,394600,390900,308700,247100,242700.0,71600.0,70900.0,72700,58100,59700
MICHAUD CRES,314400,307200,240400,190800,187000.0,51400.0,50200.0,51400,40800,42000
MICHAUD CRES,517000,526000,462000,378000,392000.0,170000.0,173000.0,188000,154000,154000
MICHAUD CRES,517000,526000,462000,378000,392000.0,170000.0,173000.0,188000,154000,154000
MICHAUD CRES,605000,602000,530000,443000,459000.0,216000.0,215000.0,233000,195000,194000
MICHAUD CRES,537000,545000,464000,383000,397000.0,178000.0,181000.0,195000,161000,160000
MICHAUD CRES,517000,526000,462000,378000,392000.0,170000.0,173000.0,188000,154000,154000
MICHAUD CRES,517000,527000,462000,378000,392000.0,170000.0,173000.0,188000,154000,153000
MICHAUD CRES,435000,441000,381000,305000,317000.0,133000.0,135000.0,146000,117000,117000
MICHAUD CRES,436000,444000,383000,307000,319000.0,133000.0,136000.0,147000,118000,118000
MICHAUD CRES,436000,444000,383000,307000,319000.0,133000.0,136000.0,147000,118000,118000
MICHAUD CRES,469000,473000,410000,332000,344000.0,150000.0,151000.0,164000,133000,132000
MICHAUD CRES,523000,532000,466000,385000,400000.0,170000.0,173000.0,186000,154000,154000
MICHAUD CRES,523000,532000,466000,385000,400000.0,170000.0,173000.0,186000,154000,154000
MICHAUD CRES,593000,601000,532000,445000,462000.0,203000.0,206000.0,221000,185000,185000
MICHAUD CRES,585000,593000,524000,438000,454000.0,199000.0,202000.0,218000,182000,181000
MICHAUD CRES,565000,572000,504000,419000,436000.0,190000.0,192000.0,207000,172000,172000
MICHAUD CRES,523000,532000,466000,385000,400000.0,170000.0,173000.0,186000,154000,154000
MICHAUD CRES,523000,532000,466000,385000,400000.0,170000.0,173000.0,186000,154000,154000
MICHAUD CRES,523000,532000,466000,385000,399000.0,170000.0,173000.0,186000,154000,153000
MICHAUD CRES,592000,596000,525000,440000,457000.0,204000.0,206000.0,221000,185000,185000
MICHAUD CRES,439000,446000,385000,311000,323000.0,133000.0,135000.0,145000,117000,117000
MICHAUD CRES,441000,448000,387000,313000,325000.0,134000.0,136000.0,146000,118000,118000
MICHAUD CRES,441000,448000,387000,313000,325000.0,134000.0,136000.0,146000,118000,118000
MICHAUD CRES,474000,478000,415000,339000,351000.0,150000.0,151000.0,163000,133000,132000
MICHAUD CRES,530000,537000,472000,393000,408000.0,171000.0,173000.0,185000,154000,154000
MICHAUD CRES,530000,537000,472000,393000,408000.0,171000.0,173000.0,185000,154000,154000
MICHAUD CRES,601000,607000,537000,454000,472000.0,204000.0,206000.0,219000,185000,185000
MICHAUD CRES,593000,599000,529000,448000,464000.0,200000.0,202000.0,215000,182000,181000
MICHAUD CRES,571000,577000,508000,428000,445000.0,190000.0,192000.0,204000,172000,172000
MICHAUD CRES,530000,537000,472000,393000,408000.0,171000.0,173000.0,185000,154000,154000
MICHAUD CRES,528000,537000,470000,393000,407000.0,170000.0,173000.0,184000,154000,153000
MICHAUD CRES,446000,453000,392000,319000,331000.0,134000.0,136000.0,145000,118000,118000
MICHAUD CRES,446000,453000,392000,319000,331000.0,134000.0,136000.0,145000,118000,118000
MICHAUD CRES,446000,453000,392000,319000,331000.0,134000.0,136000.0,145000,118000,118000
MICHAUD CRES,479000,483000,418000,345000,358000.0,150000.0,151000.0,161000,133000,132000
MICHAUD CRES,888000,945000,853000,615000,612400.0,164000.0,153000.0,143000,107000,91400
MICHAUD CRES,888000,945000,853000,615000,612400.0,164000.0,153000.0,143000,107000,91400
MICHAUD CRES,513000,511000,418000,346000,322000.0,216000.0,215000.0,210000,174000,174000
MICHAUD CRES,542000,541000,444000,369000,342000.0,222000.0,221000.0,218000,181000,180000
MICHAUD CRES,546000,544000,447000,371000,345000.0,229000.0,228000.0,223000,185000,185000
MICHAUD CRES,423000,412000,336000,265000,246000.0,155000.0,151000.0,156000,123000,123000
MICHAUD CRES,492000,487000,398000,335000,311000.0,200000.0,198000.0,191000,161000,161000
MICHAUD CRES,514000,514000,419000,346000,322000.0,211000.0,211000.0,207000,171000,171000
MICHAUD CRES,534000,534000,438000,345000,321000.0,228000.0,228000.0,235000,185000,185000
MICHAUD CRES,531000,530000,434000,359000,333000.0,220000.0,220000.0,215000,178000,177000
MICHAUD CRES,536000,536000,438000,364000,338000.0,218000.0,218000.0,214000,178000,177000
MICHAUD CRES,622000,605000,495000,414000,384000.0,265000.0,258000.0,251000,210000,209000
MICHAUD CRES,539000,525000,427000,354000,328000.0,222000.0,216000.0,211000,175000,174000
MICHAUD CRES,577000,563000,459000,382000,355000.0,237000.0,232000.0,226000,188000,188000
MICHAUD CRES,575000,560000,457000,380000,353000.0,236000.0,230000.0,225000,187000,186000
MICHAUD CRES,444000,425000,345000,285000,264000.0,165000.0,158000.0,155000,128000,127000
MICHAUD CRES,517000,497000,406000,340000,316000.0,206000.0,198000.0,192000,161000,161000
MICHAUD CRES,539000,525000,427000,354000,328000.0,221000.0,216000.0,211000,175000,174000
MICHAUD CRES,563000,549000,448000,353000,328000.0,236000.0,230000.0,236000,186000,186000
MICHAUD CRES,557000,543000,443000,367000,340000.0,226000.0,220000.0,216000,179000,178000
MICHAUD CRES,566000,553000,451000,374000,348000.0,231000.0,226000.0,221000,183000,183000
MICHAUD CRES,630000,611000,500000,422000,391000.0,266000.0,258000.0,249000,210000,209000
MICHAUD CRES,544000,529000,431000,359000,334000.0,221000.0,215000.0,209000,174000,174000
MICHAUD CRES,585000,570000,465000,391000,362000.0,238000.0,232000.0,225000,189000,188000
MICHAUD CRES,581000,566000,462000,388000,359000.0,236000.0,230000.0,223000,187000,186000
MICHAUD CRES,448000,429000,347000,290000,269000.0,165000.0,158000.0,153000,128000,127000
MICHAUD CRES,529000,509000,415000,353000,327000.0,210000.0,202000.0,194000,165000,164000
MICHAUD CRES,545000,531000,432000,361000,334000.0,222000.0,216000.0,209000,175000,174000
MICHAUD CRES,571000,556000,454000,381000,354000.0,237000.0,231000.0,223000,187000,187000
MICHAUD CRES,563000,548000,447000,373000,347000.0,226000.0,220000.0,213000,178000,178000
MICHAUD CRES,575000,560000,457000,383000,356000.0,232000.0,226000.0,220000,184000,184000
MICHAUD CRES,638000,617000,505000,431000,399000.0,267000.0,258000.0,246000,210000,209000
MICHAUD CRES,551000,536000,436000,368000,341000.0,222000.0,216000.0,207000,175000,174000
MICHAUD CRES,591000,575000,470000,398000,369000.0,238000.0,232000.0,223000,189000,188000
MICHAUD CRES,453000,434000,352000,296000,275000.0,165000.0,158000.0,152000,128000,128000
MICHAUD CRES,535000,514000,419000,360000,333000.0,210000.0,202000.0,192000,165000,164000
MICHAUD CRES,553000,537000,437000,368000,342000.0,223000.0,217000.0,208000,175000,175000
MICHAUD CRES,577000,561000,458000,388000,359000.0,237000.0,230000.0,221000,187000,186000
MICHAUD CRES,571000,556000,453000,382000,355000.0,227000.0,221000.0,212000,179000,179000
MICHAUD CRES,580000,563000,460000,389000,361000.0,232000.0,225000.0,216000,183000,183000
MICHAUD CRES,613000,600000,538000,407000,381000.0,165000.0,161000.0,186000,141000,140000
MICHAUD CRES,579000,565000,505000,391000,365000.0,167000.0,163000.0,183000,142000,141000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,588000,575000,515000,384000,360000.0,162000.0,158000.0,185000,138000,138000
MICHAUD CRES,575000,561000,501000,375000,351000.0,162000.0,158000.0,184000,138000,138000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,576000,562000,501000,375000,351000.0,163000.0,159000.0,184000,138000,138000
MICHAUD CRES,513000,514000,419000,346000,321000.0,211000.0,211000.0,207000,171000,171000
MICHAUD CRES,382000,373000,300000,246000,228000.0,133000.0,130000.0,128000,105000,104000
MICHAUD CRES,543000,545000,445000,370000,342000.0,222000.0,223000.0,219000,182000,181000
MICHAUD CRES,540000,542000,442000,367000,340000.0,220000.0,221000.0,217000,180000,179000
MICHAUD CRES,524000,525000,429000,355000,329000.0,217000.0,217000.0,214000,177000,176000
MICHAUD CRES,416000,408000,330000,273000,253000.0,151000.0,148000.0,145000,120000,120000
MICHAUD CRES,448000,441000,359000,298000,276000.0,164000.0,162000.0,159000,132000,131000
MICHAUD CRES,541000,543000,443000,368000,341000.0,221000.0,222000.0,218000,181000,180000
MICHAUD CRES,638000,624000,510000,428000,398000.0,274000.0,268000.0,260000,218000,218000
MICHAUD CRES,541000,528000,428000,354000,328000.0,223000.0,218000.0,213000,176000,175000
MICHAUD CRES,396000,382000,306000,250000,233000.0,139000.0,134000.0,131000,107000,107000
MICHAUD CRES,578000,565000,460000,382000,354000.0,238000.0,233000.0,228000,189000,188000
MICHAUD CRES,568000,556000,452000,375000,348000.0,232000.0,227000.0,222000,184000,184000
MICHAUD CRES,552000,540000,439000,363000,337000.0,230000.0,225000.0,220000,182000,181000
MICHAUD CRES,432000,417000,338000,279000,258000.0,157000.0,152000.0,149000,123000,122000
MICHAUD CRES,469000,453000,366000,303000,281000.0,174000.0,168000.0,163000,135000,135000
MICHAUD CRES,569000,557000,452000,374000,348000.0,233000.0,228000.0,222000,184000,184000
MICHAUD CRES,646000,631000,516000,438000,406000.0,275000.0,268000.0,258000,219000,218000
MICHAUD CRES,546000,533000,432000,360000,334000.0,223000.0,218000.0,211000,176000,175000
MICHAUD CRES,400000,386000,310000,255000,237000.0,139000.0,134000.0,130000,107000,107000
MICHAUD CRES,584000,571000,465000,389000,361000.0,238000.0,233000.0,226000,189000,188000
MICHAUD CRES,570000,558000,454000,379000,352000.0,230000.0,225000.0,218000,182000,182000
MICHAUD CRES,560000,547000,445000,372000,345000.0,231000.0,226000.0,219000,183000,182000
MICHAUD CRES,441000,427000,345000,287000,267000.0,160000.0,155000.0,150000,125000,125000
MICHAUD CRES,473000,457000,370000,308000,286000.0,173000.0,168000.0,162000,135000,135000
MICHAUD CRES,577000,564000,458000,383000,356000.0,234000.0,229000.0,221000,185000,185000
MICHAUD CRES,655000,638000,522000,447000,415000.0,276000.0,269000.0,256000,219000,219000
MICHAUD CRES,552000,538000,436000,367000,341000.0,223000.0,217000.0,209000,176000,175000
MICHAUD CRES,405000,391000,314000,261000,241000.0,140000.0,135000.0,130000,108000,107000
MICHAUD CRES,578000,564000,460000,388000,359000.0,231000.0,225000.0,217000,183000,182000
MICHAUD CRES,567000,553000,449000,379000,351000.0,232000.0,226000.0,217000,183000,182000
MICHAUD CRES,446000,431000,349000,293000,272000.0,160000.0,155000.0,149000,125000,125000
MICHAUD CRES,481000,464000,376000,316000,293000.0,175000.0,169000.0,162000,136000,136000
MICHAUD CRES,635000,592000,476000,392000,363000.0,270000.0,252000.0,240000,198000,196000
PARK AVE,442000,427000,389000,321000,333000.0,139000.0,134000.0,145000,120000,119000
PARK AVE,428000,415000,376000,308000,321000.0,133000.0,129000.0,139000,114000,114000
PARK AVE,430000,416000,378000,311000,322000.0,134000.0,129000.0,140000,115000,114000
PARK AVE,536000,523000,483000,402000,417000.0,184000.0,180000.0,197000,164000,163000
PARK AVE,492000,481000,440000,362000,377000.0,164000.0,160000.0,175000,144000,144000
PARK AVE,465000,450000,412000,341000,355000.0,149000.0,144000.0,156000,129000,129000
PARK AVE,505000,493000,452000,374000,388000.0,170000.0,166000.0,181000,150000,149000
PARK AVE,560000,546000,506000,424000,440000.0,196000.0,191000.0,210000,176000,175000
PARK AVE,567000,547000,513000,438000,455000.0,200000.0,193000.0,211000,180000,180000
PARK AVE,490000,473000,436000,367000,381000.0,163000.0,157000.0,171000,144000,143000
PARK AVE,515000,498000,462000,391000,406000.0,179000.0,173000.0,188000,159000,158000
PARK AVE,497000,487000,446000,368000,381000.0,166000.0,163000.0,178000,147000,146000
PARK AVE,423000,415000,377000,309000,321000.0,131000.0,129000.0,139000,114000,114000
PARK AVE,436000,416000,382000,321000,333000.0,140000.0,133000.0,143000,120000,119000
PARK AVE,466000,441000,398000,332000,344000.0,149000.0,141000.0,151000,126000,125000
PARK AVE,452000,428000,384000,320000,332000.0,144000.0,136000.0,145000,121000,120000
PARK AVE,455000,430000,386000,322000,334000.0,145000.0,137000.0,146000,122000,121000
PARK AVE,578000,544000,496000,418000,435000.0,204000.0,192000.0,208000,175000,175000
PARK AVE,529000,501000,452000,379000,394000.0,183000.0,173000.0,186000,156000,156000
PARK AVE,488000,463000,421000,352000,365000.0,157000.0,149000.0,160000,134000,133000
PARK AVE,530000,503000,455000,381000,395000.0,181000.0,172000.0,185000,155000,154000
PARK AVE,531000,511000,464000,388000,414000.0,182000.0,175000.0,190000,159000,158000
PARK AVE,618000,572000,523000,448000,488000.0,228000.0,211000.0,229000,196000,195000
PARK AVE,614000,569000,527000,456000,498000.0,221000.0,205000.0,221000,191000,191000
PARK AVE,535000,509000,463000,387000,375000.0,182000.0,173000.0,188000,157000,156000
PARK AVE,535000,502000,469000,392000,427000.0,186000.0,175000.0,191000,160000,159000
PARK AVE,594000,553000,504000,429000,467000.0,215000.0,200000.0,216000,184000,183000
PARK AVE,530000,503000,457000,381000,395000.0,180000.0,171000.0,186000,155000,154000
PARK AVE,453000,429000,386000,320000,333000.0,144000.0,137000.0,146000,121000,121000
PARK AVE,466000,441000,398000,332000,344000.0,149000.0,141000.0,151000,126000,125000
PARK AVE,471000,446000,402000,338000,351000.0,149000.0,141000.0,150000,126000,125000
PARK AVE,457000,432000,388000,326000,338000.0,144000.0,136000.0,144000,121000,120000
PARK AVE,459000,435000,390000,328000,340000.0,145000.0,137000.0,145000,122000,121000
PARK AVE,579000,547000,500000,424000,440000.0,200000.0,189000.0,203000,172000,171000
PARK AVE,535000,506000,456000,386000,401000.0,183000.0,173000.0,184000,156000,156000
PARK AVE,493000,468000,424000,359000,372000.0,157000.0,149000.0,158000,134000,133000
PARK AVE,545000,516000,468000,396000,426000.0,185000.0,175000.0,188000,159000,158000
PARK AVE,617000,576000,527000,452000,498000.0,220000.0,206000.0,220000,189000,189000
PARK AVE,619000,573000,531000,464000,511000.0,219000.0,203000.0,216000,189000,189000
PARK AVE,541000,516000,467000,393000,432000.0,181000.0,173000.0,185000,156000,155000
PARK AVE,542000,508000,473000,400000,439000.0,187000.0,175000.0,189000,160000,159000
PARK AVE,592000,555000,508000,433000,476000.0,207000.0,194000.0,209000,178000,177000
PARK AVE,464000,445000,397000,326000,340000.0,148000.0,142000.0,151000,124000,124000
PARK AVE,465000,434000,395000,338000,351000.0,150000.0,140000.0,147000,126000,125000
PARK AVE,1019000,850000,795000,907000,941000.0,331000.0,276000.0,245000,280000,283000
PARK AVE,795000,692000,645000,725000,752000.0,310000.0,270000.0,225000,253000,252000
PARK AVE,741000,654000,606000,663000,688000.0,281000.0,248000.0,210000,230000,229000
PARK AVE,749000,656000,607000,663000,688000.0,289000.0,253000.0,215000,235000,234000
PARK AVE,726000,652000,609000,668000,693000.0,266000.0,239000.0,203000,223000,222000
197B ST,1291000,1323000,1160000,842400,804000.0,209000.0,212000.0,168000,92400,144000
205A ST,54200,54200,54200,37900,37900.0,0.0,0.0,0,0,0
209 ST,1378000,1409000,1231000,905000,924000.0,327000.0,330000.0,267000,177000,283000
LANGLEY BYPASS,24091000,20262000,15623700,2021,9857000.0,2148000.0,2404000.0,2051700,17,6
DOUGLAS CRES,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
DOUGLAS CRES,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
55A AVE,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
55A AVE,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
DOUGLAS CRES,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
DOUGLAS CRES,520000,516000,426000,357000,351000.0,178000.0,177000.0,175000,147000,146000
DOUGLAS CRES,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
DOUGLAS CRES,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
55A AVE,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
55A AVE,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
DOUGLAS CRES,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
DOUGLAS CRES,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
55A AVE,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
55A AVE,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
55A AVE,529000,535000,439000,367000,360000.0,166000.0,168000.0,166000,139000,138000
DOUGLAS CRES,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
DOUGLAS CRES,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
55A AVE,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
55A AVE,609000,600000,499000,429000,421000.0,222000.0,219000.0,215000,185000,183000
DOUGLAS CRES,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
DOUGLAS CRES,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
55A AVE,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
55A AVE,613000,602000,501000,431000,424000.0,224000.0,220000.0,216000,186000,185000
DOUGLAS CRES,521000,517000,427000,359000,352000.0,179000.0,177000.0,176000,148000,147000
DOUGLAS CRES,521000,517000,427000,359000,352000.0,179000.0,177000.0,176000,148000,147000
55A AVE,521000,517000,427000,359000,352000.0,179000.0,177000.0,176000,148000,147000
55A AVE,521000,517000,427000,359000,352000.0,179000.0,177000.0,176000,148000,147000
DOUGLAS CRES,522000,520000,429000,367000,361000.0,179000.0,179000.0,175000,150000,149000
DOUGLAS CRES,522000,520000,429000,367000,361000.0,179000.0,179000.0,175000,150000,149000
55A AVE,522000,520000,429000,367000,361000.0,179000.0,179000.0,175000,150000,149000
55A AVE,522000,520000,429000,367000,361000.0,179000.0,179000.0,175000,150000,149000
DOUGLAS CRES,620000,610000,507000,447000,439000.0,230000.0,226000.0,219000,193000,192000
DOUGLAS CRES,620000,610000,507000,447000,439000.0,230000.0,226000.0,219000,193000,192000
55A AVE,620000,610000,507000,447000,439000.0,230000.0,226000.0,219000,193000,192000
55A AVE,620000,610000,507000,447000,439000.0,230000.0,226000.0,219000,193000,192000
DOUGLAS CRES,612000,604000,503000,442000,434000.0,225000.0,222000.0,215000,189000,188000
DOUGLAS CRES,612000,604000,503000,442000,434000.0,225000.0,222000.0,215000,189000,188000
55A AVE,612000,604000,503000,442000,434000.0,225000.0,222000.0,215000,189000,188000
55A AVE,612000,604000,503000,442000,434000.0,225000.0,222000.0,215000,189000,188000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
55A AVE,531000,539000,443000,376000,369000.0,166000.0,169000.0,166000,141000,140000
DOUGLAS CRES,612000,604000,503000,443000,434000.0,225000.0,222000.0,216000,190000,188000
DOUGLAS CRES,612000,604000,503000,443000,434000.0,225000.0,222000.0,216000,190000,188000
55A AVE,612000,604000,503000,443000,434000.0,225000.0,222000.0,216000,190000,188000
55A AVE,612000,604000,503000,443000,434000.0,225000.0,222000.0,216000,190000,188000
DOUGLAS CRES,614000,607000,506000,445000,436000.0,226000.0,224000.0,217000,191000,189000
DOUGLAS CRES,614000,607000,506000,445000,436000.0,226000.0,224000.0,217000,191000,189000
55A AVE,614000,607000,506000,445000,436000.0,226000.0,224000.0,217000,191000,189000
55A AVE,614000,607000,506000,445000,436000.0,226000.0,224000.0,217000,191000,189000
DOUGLAS CRES,523000,521000,430000,369000,362000.0,180000.0,179000.0,176000,151000,150000
DOUGLAS CRES,523000,521000,430000,369000,362000.0,180000.0,179000.0,176000,151000,150000
55A AVE,523000,521000,430000,369000,362000.0,180000.0,179000.0,176000,151000,150000
55A AVE,523000,521000,430000,369000,362000.0,180000.0,179000.0,176000,151000,150000
DOUGLAS CRES,661000,653000,552000,490000,481000.0,254000.0,251000.0,243000,216000,214000
DOUGLAS CRES,661000,653000,552000,490000,481000.0,254000.0,251000.0,243000,216000,214000
55A AVE,661000,653000,552000,490000,481000.0,254000.0,251000.0,243000,216000,214000
55A AVE,661000,653000,552000,490000,481000.0,254000.0,251000.0,243000,216000,214000
DOUGLAS CRES,626000,616000,512000,455000,447000.0,230000.0,226000.0,217000,193000,192000
DOUGLAS CRES,626000,616000,512000,455000,447000.0,230000.0,226000.0,217000,193000,192000
55A AVE,626000,616000,512000,455000,447000.0,230000.0,226000.0,217000,193000,192000
55A AVE,626000,616000,512000,455000,447000.0,230000.0,226000.0,217000,193000,192000
DOUGLAS CRES,618000,610000,508000,450000,442000.0,225000.0,222000.0,213000,189000,188000
DOUGLAS CRES,618000,610000,508000,450000,442000.0,225000.0,222000.0,213000,189000,188000
55A AVE,618000,610000,508000,450000,442000.0,225000.0,222000.0,213000,189000,188000
55A AVE,618000,610000,508000,450000,442000.0,225000.0,222000.0,213000,189000,188000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
