FOLIO,ADDRESS,2024,2023,2022,2021,2020
038270,112 20217 MICHAUD CRES,133000,136000,147000,118000,118000
038271,113 20217 MICHAUD CRES,150000,151000,164000,133000,132000
038272,201 20217 MICHAUD CRES,170000,173000,186000,154000,154000
038273,202 20217 MICHAUD CRES,170000,173000,186000,154000,154000
038274,203 20217 MICHAUD CRES,203000,206000,221000,185000,185000
038275,204 20217 MICHAUD CRES,199000,202000,218000,182000,181000
038276,205 20217 MICHAUD CRES,190000,192000,207000,172000,172000
038277,206 20217 MICHAUD CRES,170000,173000,186000,154000,154000
038278,207 20217 MICHAUD CRES,170000,173000,186000,154000,154000
038279,208 20217 MICHAUD CRES,170000,173000,186000,154000,153000
038280,209 20217 MICHAUD CRES,204000,206000,221000,185000,185000
038281,210 20217 MICHAUD CRES,133000,135000,145000,117000,117000
038282,211 20217 MICHAUD CRES,134000,136000,146000,118000,118000
038283,212 20217 MICHAUD CRES,134000,136000,146000,118000,118000
038284,213 20217 MICHAUD CRES,150000,151000,163000,133000,132000
038285,301 20217 MICHAUD CRES,171000,173000,185000,154000,154000
038286,302 20217 MICHAUD CRES,171000,173000,185000,154000,154000
038287,303 20217 MICHAUD CRES,204000,206000,219000,185000,185000
038288,304 20217 MICHAUD CRES,200000,202000,215000,182000,181000
038289,305 20217 MICHAUD CRES,190000,192000,204000,172000,172000
038290,306 20217 MICHAUD CRES,171000,173000,185000,154000,154000
038291,307 20217 MICHAUD CRES,0,0,0,0,0
038292,308 20217 MICHAUD CRES,170000,173000,184000,154000,153000
038293,309 20217 MICHAUD CRES,0,0,0,0,0
038294,310 20217 MICHAUD CRES,134000,136000,145000,118000,118000
038295,311 20217 MICHAUD CRES,134000,136000,145000,118000,118000
038296,312 20217 MICHAUD CRES,134000,136000,145000,118000,118000
038297,313 20217 MICHAUD CRES,150000,151000,161000,133000,132000
 ,20217 MICHAUD CRES,150000,151000,161000,133000,132000
037830,20228 MICHAUD CRES,164000,153000,143000,107000,91400
037840,20230 MICHAUD CRES,164000,153000,143000,107000,91400
044051,102 20239 MICHAUD CRES,216000,215000,210000,174000,174000
044052,103 20239 MICHAUD CRES,222000,221000,218000,181000,180000
044053,104 20239 MICHAUD CRES,229000,228000,223000,185000,185000
044059,105 20239 MICHAUD CRES,155000,151000,156000,123000,123000
044054,106 20239 MICHAUD CRES,200000,198000,191000,161000,161000
044058,107 20239 MICHAUD CRES,211000,211000,207000,171000,171000
044055,108 20239 MICHAUD CRES,228000,228000,235000,185000,185000
044057,109 20239 MICHAUD CRES,220000,220000,215000,178000,177000
044056,110 20239 MICHAUD CRES,218000,218000,214000,178000,177000
044060,201 20239 MICHAUD CRES,265000,258000,251000,210000,209000
044061,202 20239 MICHAUD CRES,222000,216000,211000,175000,174000
044062,203 20239 MICHAUD CRES,237000,232000,226000,188000,188000
044063,204 20239 MICHAUD CRES,236000,230000,225000,187000,186000
044069,205 20239 MICHAUD CRES,165000,158000,155000,128000,127000
044064,206 20239 MICHAUD CRES,206000,198000,192000,161000,161000
044068,207 20239 MICHAUD CRES,221000,216000,211000,175000,174000
044065,208 20239 MICHAUD CRES,236000,230000,236000,186000,186000
044067,209 20239 MICHAUD CRES,226000,220000,216000,179000,178000
044066,210 20239 MICHAUD CRES,231000,226000,221000,183000,183000
044070,301 20239 MICHAUD CRES,266000,258000,249000,210000,209000
044071,302 20239 MICHAUD CRES,221000,215000,209000,174000,174000
044072,303 20239 MICHAUD CRES,238000,232000,225000,189000,188000
044073,304 20239 MICHAUD CRES,236000,230000,223000,187000,186000
044079,305 20239 MICHAUD CRES,165000,158000,153000,128000,127000
044074,306 20239 MICHAUD CRES,210000,202000,194000,165000,164000
044078,307 20239 MICHAUD CRES,222000,216000,209000,175000,174000
044075,308 20239 MICHAUD CRES,237000,231000,223000,187000,187000
044077,309 20239 MICHAUD CRES,226000,220000,213000,178000,178000
044076,310 20239 MICHAUD CRES,232000,226000,220000,184000,184000
044080,401 20239 MICHAUD CRES,267000,258000,246000,210000,209000
044081,402 20239 MICHAUD CRES,222000,216000,207000,175000,174000
044082,403 20239 MICHAUD CRES,238000,232000,223000,189000,188000
044083,404 20239 MICHAUD CRES,0,0,0,0,0
044089,405 20239 MICHAUD CRES,165000,158000,152000,128000,128000
044084,406 20239 MICHAUD CRES,210000,202000,192000,165000,164000
044088,407 20239 MICHAUD CRES,223000,217000,208000,175000,175000
044085,408 20239 MICHAUD CRES,237000,230000,221000,187000,186000
044087,409 20239 MICHAUD CRES,227000,221000,212000,179000,179000
044086,410 20239 MICHAUD CRES,232000,225000,216000,183000,183000
 ,20239 MICHAUD CRES,232000,225000,216000,183000,183000
095041,1 20258 MICHAUD CRES,165000,161000,186000,141000,140000
095042,2 20258 MICHAUD CRES,167000,163000,183000,142000,141000
095043,3 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095044,4 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095045,5 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095046,6 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095047,7 20258 MICHAUD CRES,162000,158000,185000,138000,138000
095048,8 20258 MICHAUD CRES,162000,158000,185000,138000,138000
095050,8 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095049,9 20258 MICHAUD CRES,162000,158000,184000,138000,138000
095051,11 20258 MICHAUD CRES,163000,159000,184000,138000,138000
095052,12 20258 MICHAUD CRES,163000,159000,184000,138000,138000
044150,112 20259 MICHAUD CRES,211000,211000,207000,171000,171000
044153,113 20259 MICHAUD CRES,133000,130000,128000,105000,104000
044151,114 20259 MICHAUD CRES,222000,223000,219000,182000,181000
044152,115 20259 MICHAUD CRES,220000,221000,217000,180000,179000
044157,116 20259 MICHAUD CRES,217000,217000,214000,177000,176000
044154,117 20259 MICHAUD CRES,151000,148000,145000,120000,120000
044155,118 20259 MICHAUD CRES,164000,162000,159000,132000,131000
044156,119 20259 MICHAUD CRES,221000,222000,218000,181000,180000
044158,211 20259 MICHAUD CRES,274000,268000,260000,218000,218000
044159,212 20259 MICHAUD CRES,223000,218000,213000,176000,175000
044162,213 20259 MICHAUD CRES,139000,134000,131000,107000,107000
044160,214 20259 MICHAUD CRES,238000,233000,228000,189000,188000
044161,215 20259 MICHAUD CRES,232000,227000,222000,184000,184000
044166,216 20259 MICHAUD CRES,230000,225000,220000,182000,181000
044163,217 20259 MICHAUD CRES,157000,152000,149000,123000,122000
044164,218 20259 MICHAUD CRES,174000,168000,163000,135000,135000
044165,219 20259 MICHAUD CRES,233000,228000,222000,184000,184000
044167,311 20259 MICHAUD CRES,275000,268000,258000,219000,218000
044168,312 20259 MICHAUD CRES,223000,218000,211000,176000,175000
044171,313 20259 MICHAUD CRES,139000,134000,130000,107000,107000
044169,314 20259 MICHAUD CRES,238000,233000,226000,189000,188000
044170,315 20259 MICHAUD CRES,230000,225000,218000,182000,182000
044175,316 20259 MICHAUD CRES,231000,226000,219000,183000,182000
044172,317 20259 MICHAUD CRES,160000,155000,150000,125000,125000
044173,318 20259 MICHAUD CRES,173000,168000,162000,135000,135000
044174,319 20259 MICHAUD CRES,234000,229000,221000,185000,185000
044176,411 20259 MICHAUD CRES,276000,269000,256000,219000,219000
044177,412 20259 MICHAUD CRES,223000,217000,209000,176000,175000
044180,413 20259 MICHAUD CRES,140000,135000,130000,108000,107000
044178,414 20259 MICHAUD CRES,0,0,0,0,0
044179,415 20259 MICHAUD CRES,231000,225000,217000,183000,182000
044184,416 20259 MICHAUD CRES,232000,226000,217000,183000,182000
044181,417 20259 MICHAUD CRES,160000,155000,149000,125000,125000
044182,418 20259 MICHAUD CRES,175000,169000,162000,136000,136000
044183,419 20259 MICHAUD CRES,270000,252000,240000,198000,196000
 ,20259 MICHAUD CRES,270000,252000,240000,198000,196000
009270,101 20448 PARK AVE,139000,134000,145000,120000,119000
009271,102 20448 PARK AVE,133000,129000,139000,114000,114000
009272,103 20448 PARK AVE,134000,129000,140000,115000,114000
009273,104 20448 PARK AVE,184000,180000,197000,164000,163000
009274,105 20448 PARK AVE,164000,160000,175000,144000,144000
009275,106 20448 PARK AVE,149000,144000,156000,129000,129000
009276,108 20448 PARK AVE,170000,166000,181000,150000,149000
009277,109 20448 PARK AVE,196000,191000,210000,176000,175000
009278,110 20448 PARK AVE,200000,193000,211000,180000,180000
009279,112 20448 PARK AVE,163000,157000,171000,144000,143000
009280,113 20448 PARK AVE,179000,173000,188000,159000,158000
009281,114 20448 PARK AVE,166000,163000,178000,147000,146000
009282,115 20448 PARK AVE,131000,129000,139000,114000,114000
009283,116 20448 PARK AVE,140000,133000,143000,120000,119000
009284,201 20448 PARK AVE,149000,141000,151000,126000,125000
009285,202 20448 PARK AVE,144000,136000,145000,121000,120000
009286,203 20448 PARK AVE,145000,137000,146000,122000,121000
009287,204 20448 PARK AVE,204000,192000,208000,175000,175000
009288,205 20448 PARK AVE,183000,173000,186000,156000,156000
009289,206 20448 PARK AVE,157000,149000,160000,134000,133000
009290,207 20448 PARK AVE,181000,172000,185000,155000,154000
009291,208 20448 PARK AVE,182000,175000,190000,159000,158000
009292,209 20448 PARK AVE,228000,211000,229000,196000,195000
009293,210 20448 PARK AVE,221000,205000,221000,191000,191000
009294,211 20448 PARK AVE,182000,173000,188000,157000,156000
009295,212 20448 PARK AVE,186000,175000,191000,160000,159000
009296,213 20448 PARK AVE,215000,200000,216000,184000,183000
009297,214 20448 PARK AVE,180000,171000,186000,155000,154000
009298,215 20448 PARK AVE,144000,137000,146000,121000,121000
009299,216 20448 PARK AVE,149000,141000,151000,126000,125000
009300,301 20448 PARK AVE,149000,141000,150000,126000,125000
009301,302 20448 PARK AVE,144000,136000,144000,121000,120000
009302,303 20448 PARK AVE,145000,137000,145000,122000,121000
009303,304 20448 PARK AVE,200000,189000,203000,172000,171000
009304,305 20448 PARK AVE,183000,173000,184000,156000,156000
009305,306 20448 PARK AVE,157000,149000,158000,134000,133000
009306,308 20448 PARK AVE,185000,175000,188000,159000,158000
009307,309 20448 PARK AVE,220000,206000,220000,189000,189000
009308,310 20448 PARK AVE,219000,203000,216000,189000,189000
009309,311 20448 PARK AVE,181000,173000,185000,156000,155000
009310,312 20448 PARK AVE,187000,175000,189000,160000,159000
009311,313 20448 PARK AVE,207000,194000,209000,178000,177000
009312,314 20448 PARK AVE,0,0,0,0,0
009313,315 20448 PARK AVE,148000,142000,151000,124000,124000
009314,316 20448 PARK AVE,150000,140000,147000,126000,125000
009315,401 20448 PARK AVE,331000,276000,245000,280000,283000
009316,402 20448 PARK AVE,310000,270000,225000,253000,252000
009317,403 20448 PARK AVE,281000,248000,210000,230000,229000
009318,404 20448 PARK AVE,289000,253000,215000,235000,234000
009319,405 20448 PARK AVE,266000,239000,203000,223000,222000
111371,4940 197B ST,209000,212000,168000,92400,144000
027660,5004 205A ST,0,0,0,0,0
062207,5065 209 ST,327000,330000,267000,177000,283000
051890,19600 LANGLEY BYPASS,2148000,2404000,2051700,17,6
,20630 DOUGLAS CRES,2148000,2404000,2051700,17,6
001691,101 20630 DOUGLAS CRES,178000,177000,175000,147000,146000
001692,102 20630 DOUGLAS CRES,224000,220000,216000,186000,185000
001693,103 20630 DOUGLAS CRES,222000,219000,215000,185000,183000
001694,104 20630 DOUGLAS CRES,166000,168000,166000,139000,138000
001695,105 20630 DOUGLAS CRES,166000,168000,166000,139000,138000
001696,106 20630 DOUGLAS CRES,166000,168000,166000,139000,138000
001697,107 20630 DOUGLAS CRES,222000,219000,215000,185000,183000
001698,108 20630 DOUGLAS CRES,224000,220000,216000,186000,185000
001699,109 20630 DOUGLAS CRES,179000,177000,176000,148000,147000
001700,201 20630 DOUGLAS CRES,179000,179000,175000,150000,149000
001701,202 20630 DOUGLAS CRES,230000,226000,219000,193000,192000
001702,203 20630 DOUGLAS CRES,225000,222000,215000,189000,188000
001703,204 20630 DOUGLAS CRES,166000,169000,166000,141000,140000
001704,205 20630 DOUGLAS CRES,166000,169000,166000,141000,140000
001705,206 20630 DOUGLAS CRES,166000,169000,166000,141000,140000
001706,207 20630 DOUGLAS CRES,225000,222000,216000,190000,188000
001707,208 20630 DOUGLAS CRES,226000,224000,217000,191000,189000
001708,209 20630 DOUGLAS CRES,180000,179000,176000,151000,150000
001709,301 20630 DOUGLAS CRES,254000,251000,243000,216000,214000
001710,302 20630 DOUGLAS CRES,230000,226000,217000,193000,192000
001711,303 20630 DOUGLAS CRES,225000,222000,213000,189000,188000
001712,304 20630 DOUGLAS CRES,166000,169000,165000,141000,140000
001713,305 20630 DOUGLAS CRES,166000,169000,165000,141000,140000
001714,306 20630 DOUGLAS CRES,166000,169000,165000,141000,140000
001715,307 20630 DOUGLAS CRES,225000,222000,214000,190000,188000
001716,308 20630 DOUGLAS CRES,227000,224000,215000,191000,189000
001717,309 20630 DOUGLAS CRES,236000,234000,227000,200000,199000
001718,401 20630 DOUGLAS CRES,254000,251000,241000,216000,214000
001719,402 20630 DOUGLAS CRES,227000,224000,213000,191000,189000
001720,403 20630 DOUGLAS CRES,225000,222000,211000,189000,188000
001721,404 20630 DOUGLAS CRES,166000,169000,164000,141000,140000
001722,405 20630 DOUGLAS CRES,166000,169000,164000,141000,140000
001723,406 20630 DOUGLAS CRES,166000,169000,164000,141000,140000
001724,407 20630 DOUGLAS CRES,225000,223000,212000,190000,188000
001725,408 20630 DOUGLAS CRES,227000,224000,213000,191000,189000
001726,409 20630 DOUGLAS CRES,236000,234000,224000,200000,199000
043025,6025 COLLECTION DR,14144000,13559000,11047000,10996000,11064000
001691,101 19899 55A AVE,178000,177000,175000,147000,146000
001692,102 19899 55A AVE,224000,220000,216000,186000,185000
001693,103 19899 55A AVE,222000,219000,215000,185000,183000
001694,104 19899 55A AVE,166000,168000,166000,139000,138000
001695,105 19899 55A AVE,166000,168000,166000,139000,138000
001696,106 19899 55A AVE,166000,168000,166000,139000,138000
001697,107 19899 55A AVE,222000,219000,215000,185000,183000
001698,108 19899 55A AVE,224000,220000,216000,186000,185000
001699,109 19899 55A AVE,179000,177000,176000,148000,147000
001700,201 19899 55A AVE,179000,179000,175000,150000,149000
001701,202 19899 55A AVE,230000,226000,219000,193000,192000
001702,203 19899 55A AVE,225000,222000,215000,189000,188000
001703,204 19899 55A AVE,166000,169000,166000,141000,140000
001704,205 19899 55A AVE,166000,169000,166000,141000,140000
001705,206 19899 55A AVE,166000,169000,166000,141000,140000
001706,207 19899 55A AVE,225000,222000,216000,190000,188000
001707,208 19899 55A AVE,226000,224000,217000,191000,189000
001708,209 19899 55A AVE,180000,179000,176000,151000,150000
001709,301 19899 55A AVE,254000,251000,243000,216000,214000
001710,302 19899 55A AVE,230000,226000,217000,193000,192000
001711,303 19899 55A AVE,225000,222000,213000,189000,188000
001712,304 19899 55A AVE,166000,169000,165000,141000,140000
001713,305 19899 55A AVE,166000,169000,165000,141000,140000
001714,306 19899 55A AVE,166000,169000,165000,141000,140000
001715,307 19899 55A AVE,225000,222000,214000,190000,188000
001716,308 19899 55A AVE,227000,224000,215000,191000,189000
001717,309 19899 55A AVE,236000,234000,227000,200000,199000
001718,401 19899 55A AVE,254000,251000,241000,216000,214000
001719,402 19899 55A AVE,227000,224000,213000,191000,189000
001720,403 19899 55A AVE,225000,222000,211000,189000,188000
001721,404 19899 55A AVE,166000,169000,164000,141000,140000
001722,405 19899 55A AVE,166000,169000,164000,141000,140000
001723,406 19899 55A AVE,166000,169000,164000,141000,140000
001724,407 19899 55A AVE,225000,223000,212000,190000,188000
001725,408 19899 55A AVE,227000,224000,213000,191000,189000
001726,409 19899 55A AVE,236000,234000,224000,200000,199000
043027,5995 COLLECTION DR,4198000,4040000,3214000,2883000,2305000
043028,5975 COLLECTION DR,0,0,0,0,0
043029,5955 COLLECTION DR,5533000,5350000,4179000,3682000,3685000
135023,102 20460 DOUGLAS CRES,127000,127000,118000,106000,105000
135024,103 20460 DOUGLAS CRES,127000,127000,118000,106000,105000
135025,104 20460 DOUGLAS CRES,0,0,0,0,0
135026,105 20460 DOUGLAS CRES,127000,127000,118000,106000,105000
135027,106 20460 DOUGLAS CRES,127000,127000,118000,106000,105000
135028,107 20460 DOUGLAS CRES,127000,127000,118000,106000,105000
135029,108 20460 DOUGLAS CRES,175000,180000,179000,153000,152000
135030,109 20460 DOUGLAS CRES,173000,180000,178000,152000,151000
135031,110 20460 DOUGLAS CRES,176000,183000,181000,156000,155000
135032,111 20460 DOUGLAS CRES,175000,180000,179000,153000,152000
135033,112 20460 DOUGLAS CRES,146000,147000,143000,123000,122000
135034,113 20460 DOUGLAS CRES,147000,148000,143000,123000,122000
135035,114 20460 DOUGLAS CRES,145000,145000,141000,121000,120000
135036,201 20460 DOUGLAS CRES,176000,183000,168000,155000,154000
135037,202 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135038,203 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135039,204 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135040,205 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135041,206 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135042,207 20460 DOUGLAS CRES,126000,128000,117000,107000,106000
135043,208 20460 DOUGLAS CRES,175000,182000,179000,156000,154000
135044,209 20460 DOUGLAS CRES,175000,182000,179000,156000,154000
135045,210 20460 DOUGLAS CRES,175000,182000,179000,156000,154000
135046,211 20460 DOUGLAS CRES,175000,182000,179000,156000,154000
135047,212 20460 DOUGLAS CRES,156000,162000,160000,139000,138000
135048,213 20460 DOUGLAS CRES,137000,139000,127000,117000,116000
135049,214 20460 DOUGLAS CRES,144000,147000,141000,124000,123000
135050,215 20460 DOUGLAS CRES,144000,147000,141000,124000,123000
135051,216 20460 DOUGLAS CRES,144000,147000,141000,124000,123000
135052,217 20460 DOUGLAS CRES,141000,144000,138000,121000,120000
135053,218 20460 DOUGLAS CRES,194000,203000,186000,172000,170000
135054,301 20460 DOUGLAS CRES,176000,183000,166000,155000,154000
135055,302 20460 DOUGLAS CRES,0,0,0,0,0
135056,303 20460 DOUGLAS CRES,126000,128000,116000,107000,106000
135057,304 20460 DOUGLAS CRES,126000,128000,116000,107000,106000
135058,305 20460 DOUGLAS CRES,126000,128000,116000,107000,106000
135059,306 20460 DOUGLAS CRES,126000,128000,116000,107000,106000
135060,307 20460 DOUGLAS CRES,126000,128000,116000,107000,106000
135061,308 20460 DOUGLAS CRES,175000,182000,177000,156000,154000
135062,309 20460 DOUGLAS CRES,175000,182000,177000,156000,154000
135063,310 20460 DOUGLAS CRES,175000,182000,177000,156000,154000
135064,311 20460 DOUGLAS CRES,175000,182000,177000,156000,154000
135065,312 20460 DOUGLAS CRES,156000,162000,159000,139000,138000
135066,313 20460 DOUGLAS CRES,137000,139000,126000,117000,116000
135067,314 20460 DOUGLAS CRES,144000,147000,139000,124000,123000
135068,315 20460 DOUGLAS CRES,144000,147000,139000,124000,123000
135069,316 20460 DOUGLAS CRES,144000,147000,139000,124000,123000
135070,317 20460 DOUGLAS CRES,0,0,0,0,0
135071,318 20460 DOUGLAS CRES,194000,203000,184000,172000,170000
135072,401 20460 DOUGLAS CRES,176000,183000,165000,155000,154000
135073,402 20460 DOUGLAS CRES,0,0,0,0,0
135074,403 20460 DOUGLAS CRES,126000,127000,115000,107000,106000
135075,404 20460 DOUGLAS CRES,126000,127000,115000,107000,106000
135076,405 20460 DOUGLAS CRES,126000,127000,115000,107000,106000
135077,406 20460 DOUGLAS CRES,126000,127000,115000,107000,106000
135078,407 20460 DOUGLAS CRES,126000,127000,115000,107000,106000
135079,408 20460 DOUGLAS CRES,175000,182000,176000,156000,154000
135080,409 20460 DOUGLAS CRES,175000,182000,176000,156000,154000
135081,410 20460 DOUGLAS CRES,175000,182000,176000,156000,154000
135082,411 20460 DOUGLAS CRES,175000,182000,176000,156000,154000
135083,412 20460 DOUGLAS CRES,156000,162000,158000,139000,138000
135084,413 20460 DOUGLAS CRES,137000,139000,125000,117000,116000
135085,414 20460 DOUGLAS CRES,144000,147000,138000,124000,123000
135086,415 20460 DOUGLAS CRES,144000,147000,138000,124000,123000
135087,416 20460 DOUGLAS CRES,144000,147000,138000,124000,123000
135088,417 20460 DOUGLAS CRES,141000,144000,135000,121000,120000
135089,418 20460 DOUGLAS CRES,194000,203000,182000,172000,170000
043030,5978 COLLECTION DR,9753000,9347000,7103000,7077000,7048000
043031,6016 COLLECTION DR,9391000,9243000,7600000,7640000,7675000
091121,4765 204A ST,1346000,1298000,1034000,698000,1107000
091122,4755 204A ST,902000,722000,709000,472000,742000
091123,4745 204A ST,922000,916000,727000,496000,784000
091124,4735 204A ST,886000,879000,699000,476000,749000
091125,4724 204A ST,0,0,0,0,0
091126,4734 204A ST,0,0,0,0,0
091127,4744 204A ST,989000,984000,791000,529000,809000
091128,4754 204A ST,790000,784000,620000,413000,647000
091129,4764 204A ST,1053000,1045000,831000,546000,868000
140732,20801 Langley Bypass,15098000,14443000,11509000,11442000,11367000
038901,101 20219 54A AVE,141000,138000,140000,115000,115000
038902,102 20219 54A AVE,142000,139000,142000,116000,115000
038903,103 20219 54A AVE,178000,172000,175000,146000,145000
038904,104 20219 54A AVE,206000,202000,202000,173000,172000
038905,105 20219 54A AVE,216000,213000,211000,184000,183000
038906,106 20219 54A AVE,242000,235000,233000,205000,203000
038907,107 20219 54A AVE,145000,141000,144000,118000,117000
038908,108 20219 54A AVE,203000,199000,200000,171000,169000
038909,109 20219 54A AVE,203000,199000,200000,171000,169000
038910,110 20219 54A AVE,203000,199000,200000,171000,169000
038911,111 20219 54A AVE,137000,133000,136000,111000,110000
038912,112 20219 54A AVE,259000,253000,256000,218000,217000
038913,114 20219 54A AVE,148000,144000,147000,121000,120000
038914,201 20219 54A AVE,207000,206000,210000,181000,180000
038915,202 20219 54A AVE,141000,138000,144000,119000,118000
038916,203 20219 54A AVE,175000,171000,178000,149000,148000
038917,204 20219 54A AVE,0,0,0,0,0
038918,205 20219 54A AVE,211000,210000,213000,186000,185000
038919,206 20219 54A AVE,235000,233000,235000,207000,206000
038920,207 20219 54A AVE,144000,141000,147000,121000,120000
038921,208 20219 54A AVE,199000,198000,202000,173000,172000
038922,209 20219 54A AVE,198000,197000,202000,173000,172000
038923,210 20219 54A AVE,198000,197000,202000,173000,172000
038924,211 20219 54A AVE,234000,232000,243000,205000,204000
038925,212 20219 54A AVE,205000,205000,208000,181000,180000
038926,214 20219 54A AVE,207000,206000,208000,182000,181000
038927,215 20219 54A AVE,135000,133000,139000,114000,113000
038928,216 20219 54A AVE,194000,193000,198000,169000,168000
038929,217 20219 54A AVE,214000,213000,215000,188000,187000
038930,218 20219 54A AVE,248000,244000,256000,217000,215000
038931,219 20219 54A AVE,189000,186000,188000,162000,161000
038932,301 20219 54A AVE,207000,206000,209000,181000,180000
038933,302 20219 54A AVE,141000,139000,143000,119000,118000
038934,303 20219 54A AVE,174000,170000,176000,148000,147000
038935,304 20219 54A AVE,202000,201000,204000,176000,175000
038936,305 20219 54A AVE,211000,211000,211000,186000,185000
038937,306 20219 54A AVE,236000,233000,233000,207000,206000
038938,307 20219 54A AVE,166000,163000,168000,141000,140000
038939,308 20219 54A AVE,198000,198000,200000,173000,172000
038940,309 20219 54A AVE,198000,198000,201000,173000,172000
038941,310 20219 54A AVE,198000,198000,201000,173000,172000
038942,311 20219 54A AVE,161000,158000,163000,137000,136000
038943,312 20219 54A AVE,145000,139000,149000,120000,119000
038944,314 20219 54A AVE,205000,205000,206000,181000,180000
038945,315 20219 54A AVE,207000,207000,207000,182000,181000
038946,316 20219 54A AVE,135000,133000,137000,114000,113000
038947,317 20219 54A AVE,194000,194000,196000,169000,168000
038948,318 20219 54A AVE,214000,213000,213000,188000,187000
038949,319 20219 54A AVE,248000,245000,254000,217000,215000
038950,320 20219 54A AVE,189000,186000,187000,162000,161000
038951,401 20219 54A AVE,207000,206000,207000,181000,180000
038952,402 20219 54A AVE,141000,139000,142000,119000,118000
038953,403 20219 54A AVE,174000,171000,174000,148000,147000
038954,404 20219 54A AVE,201000,201000,202000,176000,175000
038955,405 20219 54A AVE,211000,211000,210000,186000,185000
038956,406 20219 54A AVE,235000,233000,231000,207000,206000
038957,407 20219 54A AVE,166000,163000,167000,141000,140000
038958,408 20219 54A AVE,198000,198000,199000,173000,172000
038959,409 20219 54A AVE,198000,198000,199000,173000,172000
038960,410 20219 54A AVE,198000,198000,199000,173000,172000
038961,411 20219 54A AVE,161000,158000,162000,137000,136000
038962,412 20219 54A AVE,145000,139000,148000,120000,119000
038963,414 20219 54A AVE,205000,205000,205000,181000,180000
038964,415 20219 54A AVE,207000,206000,206000,182000,181000
038965,416 20219 54A AVE,135000,133000,136000,114000,113000
038966,417 20219 54A AVE,194000,194000,195000,169000,168000
038967,418 20219 54A AVE,214000,213000,212000,188000,187000
038968,419 20219 54A AVE,248000,245000,252000,217000,215000
038969,420 20219 54A AVE,189000,186000,185000,162000,161000
128002,102 19936 56 AVE,252000,252000,272000,221000,219000
128003,103 19936 56 AVE,194000,191000,207000,165000,163000
128004,104 19936 56 AVE,243000,238000,257000,208000,206000
128005,105 19936 56 AVE,241000,237000,256000,207000,205000
128006,106 19936 56 AVE,258000,257000,278000,226000,223000
128007,107 19936 56 AVE,236000,236000,257000,207000,205000
128008,108 19936 56 AVE,180000,179000,194000,154000,152000
128009,109 19936 56 AVE,252000,248000,268000,218000,216000
128010,110 19936 56 AVE,255000,251000,272000,221000,219000
128011,111 19936 56 AVE,278000,277000,299000,245000,242000
128012,112 19936 56 AVE,192000,190000,205000,164000,163000
128013,201 19936 56 AVE,238000,238000,256000,210000,208000
128014,202 19936 56 AVE,261000,260000,277000,229000,227000
128015,203 19936 56 AVE,196000,194000,207000,169000,167000
128016,204 19936 56 AVE,247000,242000,258000,214000,212000
128017,205 19936 56 AVE,243000,239000,255000,211000,209000
128018,206 19936 56 AVE,260000,259000,277000,229000,227000
128019,207 19936 56 AVE,238000,238000,259000,210000,208000
128020,208 19936 56 AVE,238000,238000,256000,210000,208000
128021,209 19936 56 AVE,257000,257000,274000,227000,225000
128022,210 19936 56 AVE,316000,309000,333000,279000,276000
128023,211 19936 56 AVE,315000,309000,333000,278000,275000
128024,212 19936 56 AVE,257000,257000,274000,227000,225000
128025,213 19936 56 AVE,238000,238000,256000,210000,208000
128026,301 19936 56 AVE,238000,238000,254000,210000,208000
128027,302 19936 56 AVE,261000,260000,274000,229000,227000
128028,303 19936 56 AVE,196000,194000,206000,169000,167000
128029,304 19936 56 AVE,247000,242000,256000,214000,212000
128030,305 19936 56 AVE,244000,240000,253000,211000,209000
128031,306 19936 56 AVE,263000,262000,277000,234000,232000
128032,307 19936 56 AVE,238000,238000,254000,210000,208000
128033,308 19936 56 AVE,238000,238000,254000,210000,208000
128034,309 19936 56 AVE,258000,257000,272000,227000,225000
128035,310 19936 56 AVE,317000,310000,330000,279000,276000
128036,311 19936 56 AVE,316000,309000,329000,278000,275000
128037,312 19936 56 AVE,258000,257000,272000,227000,225000
128038,313 19936 56 AVE,238000,238000,254000,210000,208000
128039,401 19936 56 AVE,238000,238000,252000,210000,208000
128040,402 19936 56 AVE,261000,260000,272000,229000,227000
128041,403 19936 56 AVE,196000,194000,204000,169000,167000
128042,404 19936 56 AVE,248000,242000,254000,214000,212000
128043,405 19936 56 AVE,243000,240000,251000,211000,209000
128044,406 19936 56 AVE,260000,259000,272000,229000,227000
128045,407 19936 56 AVE,238000,238000,252000,210000,208000
128046,408 19936 56 AVE,238000,238000,252000,210000,208000
128047,409 19936 56 AVE,258000,257000,270000,227000,225000
128048,410 19936 56 AVE,317000,310000,327000,279000,276000
128049,411 19936 56 AVE,316000,309000,326000,278000,275000
128050,412 19936 56 AVE,258000,257000,270000,227000,225000
128051,413 19936 56 AVE,238000,238000,252000,210000,208000
